"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_tech","battery","os","color","price","rating","review_text"
"Laptop Gaming Acer Nitro V 15 ProPanel ANV15-41-R0FE","AMD Ryzen 7 7735HS (8 lõi / 16 luồng / Base Clock : 3.2 GHz / Max. Boost Clock : Up to 4.75 GHz / 4MB L2 Cache ; 16MB L3 Cache)","2 khe (1 x 16GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 3050 6GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores","512GB PCIe NVMe SSD (Tối đa 4TB PCIe Gen4 NVMe SSD)","15.6 inches","1920 x 1080 pixels (FullHD)","Độ sáng 300nits
Độ phủ màu sRGB 100%
Màn hình LCD TFT đèn nền LED Acer ComfyView
Góc nhìn rộng","57Whr 4-cell Li-ion Battery, 135W AC Adapter","Windows 11 Home Single Language","Đen","25.990.000₫","",""
"Laptop Acer Gaming Nitro V 15 ProPanel ANV15-52-59AA","Intel Core i5-13420H (8 lõi / 12 luồng, Tần số Turbo tối đa của E-core: 3.4 GHz, Tần số Turbo tối đa của P-core: 4.6 GHz, 12 MB Intel Smart Cache)","2 khe (1 x 16GB, nâng cấp tối đa 64GB)","NVIDIA GeForce RTX 5050","512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB)","15.6 inches","1920 x 1080 pixels (FullHD)","Độ sáng 300nits
Độ phủ màu sRGB 100%
Màn hình LCD TFT đèn nền LED Acer ComfyView
Góc nhìn rộng
Thiết kế siêu mỏng
Màn hình chống chói","Pin Li-ion 4 cell 76Wh
Bộ chuyển đổi 135W 5.5PHY","Windows 11 Home Single Language","Đen","30.990.000₫","",""
"Laptop Acer Swift 14 AI SF14-51-53P9","Intel Core Ultra 5 226V (8 lõi / 8 luồng, 3.5 GHz - 4.5 GHz, 8 MB Intel Smart Cache)","Onboard","Intel Arc Graphics 130V","1TB PCIe NVMe SSD (nâng cấp tối đa 2 TB SSD)","14 inches","2880 x 1800 pixels","Độ phủ màu DCI-P3 100%/Adobe100%
Chứng nhận TÜV Rheinland Eyesafe 2.0
DisplayHDR True Black 500
Độ sáng tối đa 500nits
Tỷ lệ tương phản 1.000.000:1
Góc nhìn rộng lên đến 170 độ
Không chứa thủy ngân, thân thiện với môi trường","Pin Li-ion 3 cell 65 Wh
3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0","Windows 11 Home SL","Xanh","29.490.000₫","5 sao/ (3 đánh giá)",""
"Laptop Acer Swift 14 AI SF14-51-75VP","Intel Core Ultra 7 258V (8 lõi / 8 luồng, 3.7 GHz - 4.8 GHz, 12 MB Intel Smart Cache)","1x 32GB Onboard","Intel Arc Graphics 140V","1TB PCIe NVMe SSD (nâng cấp tối đa 2 TB SSD)","14 inches","2880 x 1800 pixels","Độ phủ màu DCI-P3 100%/Adobe100%
Chứng nhận TÜV Rheinland Eyesafe 2.0
DisplayHDR True Black 500
Độ sáng tối đa 500nits
Tỷ lệ tương phản 1.000.000:1
Góc nhìn rộng lên đến 170 độ
Không chứa thủy ngân, thân thiện với môi trường","Pin Li-ion 3 cell 65 Wh
3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0","Windows 11 Home SL","Xanh","35.490.000₫","5 sao/ (1 đánh giá)",""
"Laptop Acer Gaming Nitro V 16S ProPanel ANV16S-41-R337","AMD Ryzen 7 260 (8 lõi / 16 luồng, Base Clock: 3.8 GHz, 8MB L2 Cache; 16MB L3 Cache)","2 khe (1 x 16GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 5050 8 GB GDDR7 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores","1024GB PCIe NVMe SSD, 2 khe cắm SSD (Up to 4TB PCIe Gen4 NVMe SSD)","16 inches","1920 x 1200 pixels (FullHD+)","Độ sáng 400nits
Độ phủ màu sRGB 100%
Màn hình LCD TFT Acer ComfyView LED-backlit độ sáng cao","76Wh 4-cell Li-ion battery, 135W 5.5PHY Adapter","Windows 11 Home Single Language","Đen","41.990.000₫","",""
"Laptop Acer Swift Go 14 AI SFG14-73-71ZX NX.KSLSV.002","Intel Core Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng )","LPDDR5x 6400MHz Onboard","Intel Arc Graphics","512GB SSD M.2 NVMe","14 inches","2880 x 1800 pixels","","4 cell 65 Wh , Pin liền","Windows 11 Home SL","Bạc","24.290.000₫","",""
"Laptop Acer Swift Lite 14 AI SFL14-51M-78XZ","Intel Core Ultra 7 155U (12 lõi / 14 luồng, 3.8 GHz, 4.8 GHz, 12 MB Intel Smart Cache)","2 khe (2 x 8GB, nâng cấp tối đa 32GB)","Intel Graphics","512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB)","14 inches","1920 x 1200 pixels (FullHD+)","Độ sáng 300 nits
Độ phủ màu 45% NTSC
Acer ComfyView LED-backlit TFT LCD","58Whr 3-cell 65W PD Type-C Adapter","Windows 11 Home SL","Bạc","19.490.000₫","5 sao/ (1 đánh giá)",""
"Laptop Acer Aspire 3 Spin A3SP14-31PT-387Z","Intel Core i3-N305","1 khe Onboard, Không nâng cấp","Intel UHD Graphics","512GB PCIe NVMe SSD PCIe Gen3 8 Gb/s up to 2 lanes, NVMe","14 inches","1920 x 1200 pixels (FullHD+)","Màn hình LCD TFT có đèn nền LED Acer ComfyView
Độ sáng 250nits
Độ phủ màu 45% NTSC","40Wh Li-ion battery","Windows 11 Home","Xám","9.490.000₫","5 sao/ (3 đánh giá)",""
"Laptop Acer Aspire Lite 16 AI AL16-71P-5674","Intel Core Ultra 5 125H (Lên đến 4.50GHz, 14 lõi / 18 luồng / P-Cores: 4 lõi, 4.5 GHz Turbo / E-Cores: 8 lõi, 3.6 GHz Turbo / LPE-Cores: 2 lõi, 2.5 GHz Turbo, 18 MB)","2 khe (2 x 8GB, nâng cấp tối đa 64GB)","Intel Arc Graphics","512GB SSD PCIe NVMe, nâng cấp tối đa 2TB","16 inches","1920 x 1200 pixels (FullHD+)","Độ sáng 300nits
Độ phủ màu 45% NTSC
Acer ComfyView","3cell 58Wh","Windows 11 Home Single Language","Bạc","","",""
"Laptop Acer Gaming Nitro V 16 AI ProPanel ANV16S-61-R9ZV","AMD Ryzen AI 7 350 (8 lõi / 24 luồng, Up to 5 GHz, 8MB L2 Cache; 16MB L3 Cache)","2 khe (2 x 16GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 5060 với 8 GB VRAM GDDR7 chuyên dụng, hỗ trợ 3328 lõi NVIDIA CUDA","1024GB PCIe NVMe SSD (Up to 4TB PCIe Gen4 NVMe SSD)","16 inches","2560 x 1600 pixel (2K)","Độ phủ màu sRGB 100%
Độ sáng 400nits
Màn hình LCD TFT Acer ComfyView LED-backlit độ sáng cao
3 ms (GTG) thông qua LCD Overdrive
Góc nhìn rộng
Thiết kế siêu mỏng","Pin Li-ion 4 cell 76Wh
Bộ đổi nguồn AC 135W","Windows 11 Home Single Language","Đen","44.990.000₫","",""
"Laptop Acer Gaming Nitro 16 AI ProPanel AN16S-61-R5F4","AMD Ryzen AI 7 350 (8 lõi / 16 luồng, Max Zen5c Clock: Up to 3.5 GHz, Max. Boost Clock: Up to 5 GHz, 8MB L2 Cache; 16MB L3 Cache)","2 khe (1 x 16GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 5060 với 8 GB VRAM GDDR7 chuyên dụng, hỗ trợ 3328 lõi NVIDIA CUDA","512GB PCIe NVMe SSD (Up to 4TB PCIe Gen4 NVMe SSD)","16 inches","1920 x 1200 pixels (FullHD+)","Độ phủ màu sRGB100%
Độ sáng 400nits
Màn hình LCD TFT đèn nền LED Acer ComfyView
Chuyển từ xám sang xám 3 ms của Overdrive
Hỗ trợ Nvidia Advanced Optimus
Góc nhìn rộng
Thiết kế siêu mỏng","Pin Li-ion 4 cell 76Wh
Bộ đổi nguồn AC 230W","Windows 11 Home Single Language","Đen","40.990.000₫","",""
"Laptop Acer Gaming Nitro V 16 AI ProPanel ANV16S-61-R0B8","AMD Ryzen AI 5 340 (6 lõi / 8 luồng, Up to 4.8 GHz, 6MB L2 Cache ; 16MB L3 Cache)","2 khe (1 x 16GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 5050 8GB","512GB PCIe NVMe SSD (Up to 4TB PCIe Gen4 NVMe SSD)","16 inches","1920 x 1200 pixels (FullHD+)","Độ phủ màu sRGB 100%
Độ sáng 400nits
Màn hình LCD TFT Acer ComfyView LED-backlit độ sáng cao
Chuyển từ xám sang xám 3 ms của Overdrive
Hỗ trợ Nvidia Advanced Optimus
Góc nhìn rộng
Thiết kế siêu mỏng","Pin Li-ion 4 cell 76Wh
Bộ đổi nguồn AC 135W","Windows 11 Home Single Language","Đen","33.990.000₫","",""
"Laptop Gaming Acer Nitro V ANV15-51-58AN","Intel Core i5-13420H (8 lõi / 12 luồng, up to 4.60 GHz, 12 MB Intel Smart Cache)","2 khe (2 x 8GB, máy nguyên bản 8GB, được tặng 8GB, nâng cấp tối đa 32GB)","NVIDIA GeForce RTX 2050 4 GB GDDR6 VRAM","512GB PCIe NVMe SSD (2 khe cắm, nâng cấp tối đa 2TB SSD)","15.6 inches","1920 x 1080 pixels (FullHD)","250 nits
Acer ComfyView LED-backlit TFT LCD
45% NTSC","4 cell - 57 Wh","Windows 11 Home","Đen","16.490.000₫","5 sao/ (11 đánh giá)",""
"Laptop Acer Aspire 5 A514-52-33AB","Intel Core i3-10110U Comet Lake","1 khe trống, tối đa 12GB","Intel UHD Graphics 620","256 GB SSD NVMe PCIe, hỗ trợ khe cắm HDD SATA","14 inches","1920 x 1080 pixels (FullHD)","60Hz, IPS, Acer ComfyView","3-cell Li-ion","Windows 10 Home SL","","","",""
"Laptop gaming Acer Nitro 5 AN515-45-R9SC NH.QBRSV.001","AMD Ryzen 7 5800H 3.2GHz up to 4.4GHz 16MB","DDR4 3200MHz, 2 khe cắm tối đa 32GB","NVIDIA GeForce RTX 3070 8GB GDDR6","512GB SSD M.2 PCIE","15.6 inches","1920 x 1080 pixels (FullHD)","Tần số quét 144Hz, màn hình chống loá","4 Cell 57WHr","Windows 10 Home SL","","","",""
"Laptop Acer Swift 3 SF314-59-5178","Intel Core i5 1135G7","1 khe","Intel Iris Xe Graphics","SSD 512GB","14 inches","1920 x 1080 pixels (FullHD)","IPS, 60 Hz, IPS LCD LED Backlit, True Tone","Lithium-ion","Windows 10 Home","","","",""
"Laptop Acer Aspire Lite 16 Gen 2 AL16-52P-572A","Intel Core i5-1334U (10 lõi / 12 luồng, 3.4 GHz - 4.6 GHz, 12 MB Intel Smart Cache)","2 khe (1x 6GB, nâng cấp tối đa 64GB)","Intel Iris Xe Graphics","512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB SSD)","16 inches","1920 x 1200 pixels (FullHD+)","Độ sáng 300 nits
Độ phủ màu NTSC 45%
""Acer ComfyView LED-backlit TFT LCD
Góc nhìn rộng lên đến 170 độ","58Whr 3-cell 65W PD Type-C Adapter","Windows 11 Home SL","Bạc","14.790.000₫","5 sao/ (1 đánh giá)",""
"Laptop Acer Gaming Predator Helios Neo 16 AI PHN16-73-757W","Intel Core Ultra 7 255HX (20 lõi / 20 luồng, Efficient-core Max Turbo Frequency : 4.5 GHz, Performance-core Max Turbo Frequency : 5.2 GHz, 30MB Cache)","2 khe (1 x 32GB, nâng cấp tối đa 96GB)","NVIDIA GeForce RTX 5060 với 8 GB VRAM GDDR7 chuyên dụng, hỗ trợ 3328 lõi NVIDIA CUDA","1TB PCIe NVMe SED SSD (Up to 4TB PCIe Gen4 NVMe SSD)","16 inches","2560 x 1600 pixels (2K)","Độ sáng 500 nits
Độ phủ màu DCI-P3 100%
Màn hình LCD TFT đèn nền LED Acer ComfyView
Tương thích Nvidia Advanced Optimus
Góc nhìn rộng
Thiết kế siêu mỏng","Pin Li-ion 4 cell 90Wh
Bộ đổi nguồn AC 230W","Windows 11 Home Single Language","Đen","56.990.000₫","",""
"Laptop Acer Aspire Go 15 AG15-51P-3151","Intel Core i3-1215U (6 lõi / 8 luồng, 1.2 GHz, 4.40 GHz, 10 MB Intel Smart Cache)","2 khe (1x 8GB, nâng cấp tối đa 32GB)","Intel UHD Graphics","512GB PCIe NVMe SSD (Up to 2TB PCIe Gen4 NVMe SSD)","15.3 inches","1920 x 1200 pixels (WUXGA)","Màn hình LCD TFT có đèn nền LED Acer ComfyView
Góc nhìn rộng lên đến 170 độ
Không chứa thủy ngân, thân thiện với môi trường
Độ sáng 300nits
Độ phủ màu NTSC 45%","53 Wh 3-cell, 65W PD PCR 50%, TCO 9.0 AC adapter","Windows 11 Home SL","Xám","9.290.000₫","",""
"Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP","Intel Core i5-12500H (upto 4.5 GHz, 18MB), 12 nhân, 16 luồng","2 khe (Máy nguyên bản 8GB, được tặng 8GB, tối đa 32GB)","NVIDIA GeForce RTX 3050 with 4GB of dedicated GDDR6 VRAM","512GB PCIe NVMe SED SSD cắm sẵn (nâng cấp tối đa 2TB Gen4, 16 Gb/s, NVMe và 1 TB 2.5-inch 5400 RPM)","15.6 inches","1920 x 1080 pixels (FullHD)","Acer ComfyView LED-backlit TFT LCD","4-cell, 57.5 Wh","Windows 11 Home","Đen","16.490.000₫","5 sao/ (20 đánh giá)",""
"Laptop Gaming Acer Nitro V ANV15-51-57B2","Intel Core i5-13420H (8 nhân/12 luồng, Turbo Boost 4.6 GHz, 12 MB)","2 khe (Máy nguyên bản 2x 8GB, nâng cấp tối đa 32GB)","NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM","512GB PCIe NVMe SED SSD (nâng cấp tối đa 2 TB Gen4, 16 Gb/s, NVMe)","15.6 inches","1920 x 1080 pixels (FullHD)","45% NTSC
Acer ComfyView
250 nits","4 Cell, 57 Whr","Windows 11 64 Bit","Đen","23.290.000₫","4.9 sao/ (10 đánh giá)",""
"Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001","AMD Ryzen 7 5700U (8 nhân/16 luồng, xung nhịp tối đa 4.30 GHz, 8MB)","Không hỗ trợ nâng cấp","AMD Radeon™ Graphics","512GB PCIe Gen4 NVMe (nâng cấp tối đa 1 TB PCIe Gen3)","14 inches","1920 x 1200 pixels (FullHD+)","45% NTSC
LED Backlit
Acer ComfyView","3 cell 50 Wh","Windows 11","Bạc","11.990.000₫","5 sao/ (6 đánh giá)",""
"Laptop Acer Gaming Aspire 7 A715-76-53PJ","Intel Core i5-12450H (8 lõi / 12 luồng, 4.4GHz, 12MB)","2 khe (2x 8GB, hỗ trợ nâng cấp tối đa 32GB)","Intel UHD Graphics","512GB PCIe NVMe SSD (Nâng cấp tối đa 1 TB SSD PCIe Gen4, 16 Gb/s, NVMe)","15.6 inches","1920 x 1080 pixels (FullHD)","Acer ComfyView","3-cell, 50Wh","Windows 11 Home","Đen","13.090.000₫","4.5 sao/ (2 đánh giá)",""
"Laptop Acer Gaming Aspire 5 A515-58GM-53PZ","Intel Core i5-13420H (3.40 Ghz, Up to 4.60Ghz, 8 lõi / 12 luồng, 12 MB Intel Smart Cache)","2 khe (Máy nguyên bản 8GB, được tặng 8GB, tối đa 32GB)","NVIDIA GeForce RTX 2050 4GB GDDR6","512GB PCIe NVMe Gen4 (2 khe, nâng cấp tối đa 2TB SSD)","15.6 inches","1920 x 1080 pixels (FullHD)","Viền mỏng
Màn hình chống chói
Acer ComfyView","50Wh Li-ion","Windows 11 Home","Xám","15.490.000₫","5 sao/ (6 đánh giá)",""
"Laptop Gaming Acer Nitro V ANV15-51-55CA","Intel Core i5-13420H (8 lõi / 12 luồng, upto 4.60 GHz, 12 MB)","2 khe (8GB + 8GB), Nâng cấp tối đa 64GB (cắm sẵn 16GB)","NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM","512GB PCIe NVMe SSD (nâng cấp tối đa 2TB)","15.6 inches","1920 x 1080 pixels (FullHD)","Acer ComfyView
LED-backlit TFT LCD
45% NTSC","4 cell, 57Wh","Windows 11 Home","Đen","23.490.000₫","5 sao/ (1 đánh giá)",""
"Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH","Intel Core i7-1355U (3.7 Ghz, up to 5.0 GHz, 24MB cache)","1 khe Onboard, Không nâng cấp","Intel Iris Xe Graphics","512GB PCIe NVMe SSD","14 inches","1920 x 1200 pixels (FullHD+)","Màn hình LCD TFT có đèn nền LED Acer ComfyView hỗ trợ giải pháp cảm ứng đa điểm và bút AES
Độ sáng 250nits
Độ phủ màu 45% NTSC","50Wh Li-ion battery","Win 11 Home","Xám","14.990.000₫","5 sao/ (3 đánh giá)",""
"Laptop Gaming Acer Nitro 5 AN515 58 52SP","Intel® Core™ i5-12500H (12 nhân, 16 luồng, 3.30 GHz up to 4.50 GHz, 18 MB)","2 khe","NVIDIA® GeForce RTX™ 3050 4GB GDDR6","512 GB PCIe NVMe SED SSD cắm sẵn
Nâng cấp tối đa 2TB Gen4, NVMe và 1 TB 2.5-inch 5400 RPM","15.6 inches","1920 x 1080 pixels (FullHD)","IPS 144Hz
Acer ComfyView","4-cell, 57.5 Wh","Windows 11 Home","Đen","16.490.000₫","",""
"Laptop Acer Aspire 3 A315-42-R4XD NX.HF9SV.008","Ryzen 5 3500U 2.1GHz up to 3.7GHz-6Mb","8GB","Intel Graphics HD 520","512Gb SSD","15.6 inches","","","2 cell","Windows 10 Home","","","",""
"Laptop Gaming Acer Nitro 5 AN515-45-R6EV NH.QBMSV.006","AMD Ryzen 5 - 5600H","2 khe (1 khe 8 GB + 1 khe rời)","NVIDIA GeForce GTX 1650","SSD 512GB","15.6 inches","1920 x 1080 pixels (FullHD)","TFT, Tấm nền IPS, LED Backlit, Acer ComfyView, 144 Hz","4-cell Li-ion, 57 Wh","Windows 11 Home SL","","","",""
"Laptop Gaming Acer Nitro 5 AN515-55-5923 NH.Q7NSV.004","Intel Core i5 10300H","DDR4, 2933 MHz","NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics","SSD 512GB","15.6 inches","1920 x 1080 pixels (FullHD)","IPS, 144 Hz, Acer ComfyView Anti-glare LED-backlit","Lithium-ion","Windows 10 Home","","","",""
"Laptop Acer Gaming Predator Triton 14 AI PT14-52T-99TU","Intel Core Ultra 9 288V (8 lõi / 8 luồng, Tần số cơ bản lõi tiết kiệm điện năng: 3.3 GHz, Tần số Turbo tối đa: 5.1 GHz, Bộ nhớ đệm thông minh Intel 12 MB)","Onboard không nâng cấp","NVIDIA GeForce RTX 5070 với 8 GB GDDR7 VRAM, hỗ trợ 4608 NVIDIA CUDA Cores","2TB PCIe NVMe SED SSD (Nâng cấp tối đa 2TB)","14.5 inches","2880 x 1800 pixels","Độ phủ màu DCI-P3 100%
Độ sáng 400nits
Màn hình Acer CineCrystal
Tỷ lệ khung hình 16:10
Góc nhìn rộng
Hỗ trợ cảm biến màu sắc và môi trường sáng","Pin Li-ion 4 cell 76Wh
Bộ chuyển đổi Type-C 140W","Windows 11 Home Single Language","Đen","","",""
"Laptop Gaming Acer Nitro V 16 PROPANEL ANV16-41-R36Y","AMD Ryzen 7 8845HS (8 lõi / 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)","2 khe (1 x 16GB, nâng cấp tối đa 32GB)","NVIDIA GeForce RTX 4050 6 GB GDDR6","512GB PCIe NVMe SSD (2 khe SSD, 1 khe trống nâng cấp tối đa 2TB PCIe Gen4 NVMe SSD)","16 inches","1920 x 1200 pixels (WUXGA)","Độ sáng 300nits
Độ phủ màu 100% sRGB
Acer ComfyView
LED-backlit TFT LCD
Góc nhìn rộng lên đến 170 độ","57Whr 4-cell
Adapter: 135W AC adapter","Windows 11 Home Single Language","","","",""
