name,cpu,ram,gpu,storage,screen_size,screen_resolution,screen_tech,battery,os,color,price,rating,review_text
Laptop Dell Inspiron 15 3530 J9XFD - Nhập khẩu chính hãng,Intel Core i5-1334U,"2 khe (2 x 8GB, tối đa 16GB)",Intel Iris Xe Graphics,"512GB SSD , nâng tối đa 1TB",15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3 cell, 41Wh",Windows 11,Đen,15.490.000₫,,
Laptop Dell Inspiron 14 5440 D0F3W - Nhập khẩu chính hãng,"Intel Core i5-1334U thế hệ thứ 13 / 10 nhân 12 luồng / up to 4.6 GHz, 12MB","2 khe (8GB+16GB, tối đa 32GB)",Intel UMA Graphics,1 khe tối đa 1TB,14 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,3 cell 41 Wh,Windows 11 Home,Đen,16.490.000₫,,
Laptop Dell 15 DC15255 DC5R5802W1,Ryzen 5 7530U Tốc độ CPU (Base): 2.0 GHz Tốc độ CPU tối đa (turbo boost): 4.5 GHz Bộ nhớ đệm: 12 MB,DDR4 3200MHz,AMD Radeon Graphics,512GB M.2 PCIe NVMe nâng cấp lên đến 1TB 1 khe SSD M2 đã sữ dụng,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
Màn hình chống chói","3-Cell Battery, 41WHr",Windows 11 Home Single Language English + Microsoft Office Home & Student 2024 + Microsoft 365 Basic (1 năm),Bạc,15.990.000₫,,
Laptop Dell Latitude 3450 L3450-1335U-16512W-UMC,Intel Core i5-1335U (nhân 10 / luồng 12 tốc độ 1-4.6 GHz),"2 khe rời (2 x 8GB, nâng tối đa 64GB)",Intel Iris Xe Graphics,"512GB, M.2 2230, QLC PCIe Gen 4 NVMe Nâng cấp tối đa 1TB",14 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
AG","3- cell, 42Wh Battery","Windows 11 Home, Single Language English",Đen,18.590.000₫,,
Laptop Dell Pro 15 Essential PV15250 VKVKD - Nhập khẩu chính hãng,Intel Core 3 -100U,2 khe (Nâng cấp tối đa 16GB),Intel Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh hoặc 4-cell, 54 Wh",Free OS,Đen,11.490.000₫,,
Laptop Dell 15 DC15250 KR0N9 - Nhập khẩu chính hãng,Intel Core i5 1334U,2 khe (2 x 8GB),Intel UHD Graphics,512GB NVME 2230 - Nâng cấp tối đa 1TB - Dư 1 Slot HDD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Free OS,Đen,14.990.000₫,,
Laptop Dell 15 DC15250 CPH99,Intel Core i5-1334U (10 lõi) - Max Turbo Frequency: 4.60 GHz,"2 khe (1 x 16GB, tối đa 32GB)",Intel UHD Graphics,512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280 - nâng tối đa 1TB,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,3 Cell Int (41Wh),Windows 11 Home Single Language 64-bit + Office Home 2024,Bạc,17.490.000₫,,
Laptop Dell 15 DC15250 H02DF - Nhập khẩu chính hãng,"Intel Core i5 1334U (8 lõi / 12 luồng, 12MB, up to 4.60 GHz, 12 MB Intel Smart Cache)",2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,"512GB SSD PCIe NVMe Gen 4, nâng tối đa 1TB",15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
Màn hình chống chói","3 cell, 41Wh",Windows 11,Đen,15.990.000₫,,
Laptop Dell XPS 13 9350 71058714,"Intel Core Ultra 5 226V (2.1 GHz - 4.5 GHz, 8 lõi / 8 luồng, 8 MB Intel Smart Cache)","LPDDR5X, 8533MT/s",Intel Arc graphics,Ổ đĩa thể rắn M.2 PCIe NVMe 1TB,13.4 inches,2560 x 1600 pixels (2K),"Chống phản chiếu
Độ sáng 500 nit
EyeSafe
InfinityEdge","Pin liền, 3-cell, 55 Wh ""smart"" lithium-ion",Windows 11 Home + OfficeHome24 + O365,Đen,57.990.000₫,,
Laptop Dell 16 Plus DB16250 DB6U5387W1,"Intel Core Ultra 5 226V (40 TOPS NPU, 8 lõi, up to 4.5 GHz)",Onboard,Intel Iris Xe Graphics,1TB M.2 PCIe NVMe,16 inches,2560 x 1600 pixels (2.5K),"Độ phủ màu 45% NTSC
Độ sáng 300 nit
Màn hình chống chói","4-Cell Battery, 64WHr","Windows 11 Home, Single Language English + Office Home & Student 2024",Xanh,30.590.000₫,,
Laptop Dell 15 DC15250 71073959,Intel Core i7-1355U,2 khe (1 x 16GB),Intel UHD Graphics,512GB,15.6 inches,1920 x 1080 pixels (FullHD),,,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic đăng ký 1 năm 634-CHLVMcAfee LiveSafe 1 năm (5 thiết bị),Bạc,20.990.000₫,,
Laptop Dell 14 DC14250 DC4C5386W,"Intel Core 5 120U (Up to 5Ghz, 12Mb Cache)",1 khe Onboard + 1 khe trống nâng cấp tối đa 32GB,Intel Iris Xe Graphics,512GB M.2 PCIe NVMe (nâng cấp tối đa 1TB),14 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu 45% NTSC
Độ sáng 300 nit
Màn hình chống chói","Li-ion 4-Cell Battery, 54WHr","Windows 11 Home, Single Language English + Office Home & Student 2024",Bạc,19.390.000₫,,
Laptop Dell 16 DC16250 C7U161W11BLU,"Intel Core 7 150U (12MB Cache, 1.80GHz and up to 5.4 GHz)","2 khe (2 x 8GB, nâng cấp tối đa 32GB)",Intel Graphics,1TB M.2 PCIe NVMe SSD,16 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ sáng 300 nits","3-Cell Battery, 41WHr","Windows 11 Home, Single Language + Microsoft Office Home 2024 + Microsoft 365 Basic 1 year subscription",Đen,26.490.000₫,,
Laptop Dell 14 DC14250 C3U085W11SLU,"Intel Core 3 100U (12MB Cache, up to 4.7 GHz)","2 khe (1 x 8GB, tối đa 16GB)",Intel Graphics,512GB M.2 PCIe NVMe SSD,14 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ sáng 300 nits
Hỗ trợ ComfortView Plus","Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",Bạc,14.690.000₫,,
Laptop Dell 15 DC15255 HV1N4 - Nhập khẩu chính hãng,AMD Ryzen 5 7530U,"2 khe (2 x 8GB, tối đa 24GB)",Intel Iris Xe Graphics,1TB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Windows 11,Đen,15.990.000₫,,
Laptop Dell 15 DC15250 3G7T0 - Nhập khẩu chính hãng,"Core i7 1355U (10 lõi /12 luồng, 12 MB, up to 5.00GHz, 12 MB Intel Smart Cache)",2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,1TB SSD PCIe NVMe Gen 4,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
Màn hình chống chói","3 cell, 41Wh",Windows 11,Bạc,20.990.000₫,,
Laptop Dell 15 DC15250 MCW52 - Nhập khẩu chính hãng,Intel Core i7 1355U,2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Windows 11,Bạc,19.690.000₫,,
Laptop Dell 15 DC15250 I5U165W11SLU,"Intel Core i5-1334U (12MB Cache, Turbo Boost 4.6GHz)",2 khe (1 x 16GB),Intel UHD Graphics,512GB SSD PCIe Gen4x4 (M.2 2230),15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",Bạc,17.490.000₫,,
Laptop Dell 14 DC14250 C7U161W11SLU,"Intel Core 7 150U (12MB Cache, 1.80GHz and up to 5.4 GHz)","2 khe (2 x 8GB, tối đa 16GB)",Intel Graphics,1TB M.2 PCIe NVMe SSD,14 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ sáng 300 nits
Hỗ trợ ComfortView Plus","Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",Bạc,23.990.000₫,,
Laptop Dell 15 DC15250 H5YXJ - Nhập khẩu chính hãng,Intel Core i7-1355U,2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,1TB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Windows 11,Đen,21.290.000₫,,
Laptop Dell 16 DC16251 DC6C7557W1,"Intel Core 7 150U (10 lõi, up to 5.4 GHz)","2 khe (2 x 8GB, nâng cấp tối đa 32GB)","NVIDIA GeForce MX570A 2GB GDDR6
Intel Iris Xe Graphics",SSD 1TB M.2 PCIe NVMe,16 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu 45% NTSC
Độ sáng 300 nit
Màn hình chống chói","4-Cell Battery, 54WHr","Windows 11 Home, Single Language English + Office Home & Student 2024",Bạc,29.190.000₫,,
Laptop Dell 15 DC15255 X9YM41,AMD Ryzen 7 7730U ( 8 nhân - 16 luồng- 20M cache - Up to 4.50 GHz Max Boost Clock),"2 khe (1 x 16GB, tối đa 16GB)",AMD Radeon Graphics,1TB M.2 PCIe NVMe,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,3 Cell Int (41Wh),Windows 11 Home Single Language 64-bit + Microsoft Office Home & Student 2024 + Microsoft 365 Basic (1 năm),Bạc,18.490.000₫,,
Laptop Dell 14 DC14255 71083617,"AMD Ryzen AI 7 350, 8 lõi, up to 5.0GHz, 50 TOPS NPU",1 khe,AMD Radeon Graphics,1TB M.2 PCIe NVMe,14 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ sáng 300 nits
Độ phủ màu 100% sRGB
ComfortView (Low Blue Light)",Pin liền 4-cell 54Wh,Windows 11 Home Single Language + Office,Bạc,25.990.000₫,,
Laptop Dell 15 DC15250 71084746,Intel Core i5-1334U,"2 khe (1 x 16GB, tối đa 32GB)",Intel UHD Graphics,"512GB SSD M.2 PCIe NVMe
Hỗ trợ SSD M.2 2280 tối đa 2TB",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits
Màn hình chống chói
Màn hình LED nền viền mỏng","3-cell, 41Wh lithium-polymer","Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic (1 năm) + McAfee LiveSafe (1 năm, 5 thiết bị)",Bạc,17.490.000₫,,
Laptop Dell Inspiron 15 3530 P16WD2,13th Gen Intel Core i5-1334U 3.4hz (10 cores) - Max Turbo Frequency: 4.60 GHz,"2 khe (2x 8GB, nâng cấp tối đa 16GB)",Intel Iris Xe Graphics,512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280 nâng cấp tối đa 2.0TB,15.6 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói
LED Backlit",3 Cell Int (41Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,Đen,17.490.000₫,,
Laptop Dell 14 DC14255 R7165W11SLU,"AMD Ryzen 7 250 (8 lõi, up to 5.1Ghz)","2 khe (2 x 8GB, tối đa 32GB)",AMD Radeon Graphics,512GB M.2 PCIe NVMe SSD,14 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ sáng 300 nits
Hỗ trợ ComfortView Plus","Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",Bạc,22.490.000₫,,
Laptop Dell Inspiron 14 5440 N4I5211W1,Intel CORE 5-120U,"2 khe rời (đã sử dụng, nâng tối đa 32GB)",Intel Iris Xe Graphics,512GB M.2 PCIe NVMe (nâng cấp tối đa 1T),14 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu 45% NTSC
Độ sáng 250 nit
Màn hình chống chói","Li-ion 4-Cell Battery, 54WHr","Windows 11 Home, Single Langua ge English + Office Home & Student 2021",Xanh,22.190.000₫,,
Laptop Dell 15 DC15250 71084747,Intel Core i7-1355U,"2 khe (1 x 16GB, tối đa 32GB)",Intel UHD Graphics,"512GB SSD M.2 PCIe NVMe
Hỗ trợ SSD M.2 2280 tối đa 2TB",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits
Màn hình chống chói
Màn hình LED nền viền mỏng","3-cell, 41Wh lithium-polymer","Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic (1 năm) + McAfee LiveSafe (1 năm, 5 thiết bị)",Bạc,20.990.000₫,,
Laptop Dell 15 DC15250 1XVHG V2 - Nhập khẩu chính hãng,Intel Core i5 1334U,2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Windows 11,Đen,17.990.000₫,,
Laptop Dell 15 DC15250 DC5I7748W1,"Intel Core i7-1355U (10 lõi, up to 5.00 GHz)",DDR4-2666 MT/s,Intel UHD Graphics,512GB M.2 PCIe NVMe nâng cấp lên đến 1T 1 khe SSD M2 đã sữ dụng,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
Màn hình chống chói
Màn hình viền hẹp có đèn nền LED","4-Cell Battery, 54WHr",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic 1 year,Bạc,20.990.000₫,,
Laptop Dell Inspiron 14 5441 N4O10441W1,"Snapdragon X Plus X1P-64-100, 10 cores up to 3.4GHz, NPU up to 45 TOPS",Onboard không nâng cấp,Qualcomm Adreno,Ổ cứng thể rắn M.2 PCIe NVMe 1TB,14 inches,1920 x 1200 pixels (FullHD+),"Màn hình chống chói
Độ phủ màu 45% NTSC
Độ sáng 300nits","3-cell, 54 Wh, lithium-ion","Windows 11 Home, Copilot+ PC Microsoft Office Home 2024 + Microsoft 365 Basic 1 year subscription",Xám,28.490.000₫,,
Laptop Dell 14 DC14255 DC4AI5278W1,"AMD Ryzen AI 5 330 (50 TOPS NPU, 4 lõi, up to 4.5 Ghz)",1 khe Onboard + 1 khe trống nâng cấp tối đa 32GB,AMD Radeon Graphics,512GB M.2 PCIe NVMe (nâng cấp tối đa 1TB),14 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu 45% NTSC
Độ sáng 300 nit
Màn hình chống chói","Li-ion 4-Cell Battery, 54WHr","Windows 11 Home, Single Language English + Office Home & Student 2024",Bạc,21.990.000₫,,
Laptop Dell 15 DC15250 I5U165W11SLU-5,"Intel Core i5-1334U (12MB Cache, Turbo Boost 4.6GHz)",2 khe (1 x 16GB),Intel UHD Graphics,512GB SSD PCIe Gen4x4 (M.2 2230),15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",Bạc,17.490.000₫,,
Laptop Dell 15 DC15250 1XVHG - Nhập khẩu chính hãng,Intel Core i5 1334U,2 khe (nâng cấp tối đa 24GB),Intel UHD Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3-cell, 41 Wh",Windows 11,Đen,16.490.000₫,,
Laptop Dell 15 DC15250 DC5I7952W1,"Intel Core i7-1355U (10 lõi, up to 5.00 GHz)",1 x 16GB,Intel UHD Graphics,"512GB M.2 PCIe NVMe nâng cấp lên đến 1TB, 1 khe SSD M2 đã sữ dụng",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits
Màn hình chống chói
Màn hình LED nền viền mỏng
Độ phủ màu 45% NTSC","4-Cell Battery, 54WHr",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic 1 year,Bạc,20.990.000₫,,
Laptop Dell 16 DC16250 71076092,"Intel Core 5 120U (Up to 5.0 GHz; 10 lõi, 12 luồng, 12 MB Intel Smart Cache)","2 khe (2 x 8GB, Nâng cấp tối đa 32GB)",Intel Graphics,"1TB SSD M.2 PCIe NVMe (1 x M.2 2230 solid state drive, đã sử dụng 1, có thể thay được)",16 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Độ phủ màu 45% NTSC",3 cell 41WHr,Windows 11 Home + Microsoft Office Home 2024,Đen,23.690.000₫,,
Laptop Dell Vostro 3520 F0V0VI3 - Nhập khẩu chính hãng,"Intel Core i3-1215U (15 W, 6 lõi / 8 luồng, 1.20 GHz to 4.40 GHz, 10 MB)",2 khe nâng cấp tối đa 16 GB,Intel UHD Graphics,512GB PCIE,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits
Độ phủ màu NTSC 45%
Thời gian phản hồi 35 ms
Màn hình chống chói","3-cell, 41 Wh lithium-polymer",Free OS,Đen,9.290.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Dịch vụ good nhân viên good"
Laptop Dell Inspiron 15 3520-5810BLK 102F0,"Intel Core i5-1155G7 (15 W, 4 lõi / 8 luồng, 2.50 GHz to 4.50 GHz, 8 MB)",2 khe SODIMM (nâng cấp tối đa 16GB),Intel Iris Xe Graphics,256 GB,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits
Độ phủ màu NTSC 45%
Màn hình chống chói",lithium-polymer,Windows 11,Đen,11.750.000₫,5 sao/ (3 đánh giá),"Thời lượng pin Khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | nhân viên tư vấn nhiệt tình năng nổ đánh giá chất lượng phục vụ khách hàng cao || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Laptop dùng ổn. Giá bên shop khá cạnh tranh, chị bán hàng thì siêu siêu nhiệt tình. Mình rất hài lòng || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Hài lòng với nhân viên và sản phẩm"
Laptop Dell Inspiron 14 5440 NDY5V1,Intel Core i5-1334U (10 cores) - Max Turbo Frequency: 4.60 GHz,2 x 8GB,Intel Iris Xe Graphics,512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280,14 inches,1920 x 1200 pixels (FullHD+),Màn hình chống chói,3 Cell Int (41Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,Xanh,19.990.000₫,,
Laptop Dell Inspiron 15 3530 N3530,"Intel Core i5-1334U (12MB Cache, up to 4.6 GHz)","2 khe (2x 8GB, tối đa 16GB)",Intel Iris Xe Graphics,512GB M.2 2230 NVMe PCIe SSD,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHr",Windows 11 Home + Office Home & Student 2021,Bạc,17.490.000₫,,
Laptop Dell 15 DC15250 79N4M - Nhập khẩu chính hãng,Intel Core 3-100U,"2 khe (2 x 8GB, nâng cấp tối đa 16GB)",Intel Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC
Độ sáng 250 nits
Màn hình chống chói","3 cell, 41Wh",Windows 11,Đen,12.490.000₫,,
Laptop Dell Vostro 3530 2H1TPI3 - Nhập khẩu chính hãng,Intel Core i3-1305U,"2 khe (1 x 8GB, tối đa 16GB)",Intel UHD Graphics,512GB (1 Slot SSD Tối đa 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu NTSC 45%
Màn hình chống chói","41Wh , 3Cell",Free OS,Đen,9.690.000₫,5 sao/ (1 đánh giá),"Cài Win hơi lâu, lần sau nên thông báo cho khách hàng trước để khỏi mất thời gian chờ đợi."
Laptop Dell Inspiron 15 3520 N3520-I5U165W11SLU,"Intel Core i5-1235U (12MB Cache, up to 4.4 GHz)","2 khe (2 x 8GB, tối đa 16GB)",Intel UHD Graphics,512GB M.2 2230 NVMe PCIe SSD,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHrC32",Windows 11 Home + Office Home & Student 2021,Bạc,15.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | nhân viên rất nhiệt tình thân thiện , mới mua về máy có hơi vấn đề nhưng mà nhân viên đã giải quyết vô cùng nhanh ❤️❤️❤️"
Laptop Dell Inspiron 14 5440 N5440-C7U165W11IBD2,"Intel Core 7 150U (12MB Cache, Turbo Boost 5.4 GHz)","2 khe (2 x 8GB, nâng tối đa 32GB)","NVIDIA GeForce MX570A 2GB GDDR6
Intel Iris Xe Graphics",512GB SSD PCIe Gen4x4 (M.2 2230),14 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,"4-Cell Battery, 54WHr","Windows 11 Home, Single Language + Microsoft Office Home 2024 + Microsoft 365 Basic 1 year subscription",Xanh,27.490.000₫,,
Laptop Dell Vostro 3530 2H1TPI7,"Intel Core i7-1355U thế hệ thứ 13 / 10 nhân 12 luồng / 1.20 GHz to 5.0GHz, 12MB","2 khe (2x 8GB, tối đa 16GB)",Intel Iris Xe Graphics,512GB SSD (1 Slot SSD Tối đa 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Góc nhìn rộng (WVA)
Độ phủ màu NTSC 45%
Màn hình chống chói","41Wh , 3Cell",Free OS,Đen,19.490.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | sp đẹp quá ok, QL hỗ trợ nhiệt tình"
Laptop Dell Inspiron 15 3520 I3520-7896BLK-PUS - Nhập khẩu chính hãng,"Intel Core i7-1255U / Thế hệ 12 / 8 nhân 12 luồng / Up to 4,70Ghz / 12MB Intel Smart Cache","2 khe (2 x 8GB, tối đa 16GB)",Intel Iris Xe Graphics,1TB SSD (Thay thế ổ cứng nguyên bản (hỗ trợ nâng cấp tối đa 1TB) - 1 Slot lắp HDD),15.6 inches,1920 x 1080 pixels (FullHD),"Đèn nền LED
Màn hình chống chói
Độ sáng 250 cd/m²
Mật độ điểm ảnh: 141 ppi
Không gian màu RGB : NTSC
Narrow Border","3 Cell, 41 Wh",Windows 11 Home,Đen,18.490.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | nhân viên hỗ trợ nhiệt tình"
Laptop Dell Inspiron 15 3530,Intel Core i7-1355U (10 lõi) - Max Turbo Freque,2 x 8GB DDR4,Intel Iris Xe Graphics,1TB SSD PCIe (M.2 2230) - combo M.2 2230/2280,15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,4 Cell Int (54Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,Bạc,20.490.000₫,,
Laptop Dell Inspiron 14 5440 71034770,Core 7-150U,2x 8GB,MX570A 2GB GDDR6,1TB,14 inches,2240 x 1400 pixels,,Pin liền,Windows 11 Home + OFFICE,Xanh,26.990.000₫,,
Laptop Dell Inspiron 15 3520-5124BLK GJ8W7 - Nhập khẩu chính hãng,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)",2 khe (tối đa 16GB),Intel UHD Graphics,512GB PCIE (1 Slot HDD Tối đa 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu NTSC 45%
Màn hình chống chói","3-cell, 41 Wh lithium-polymer",Windows 11 Home,Đen,12.990.000₫,,
